orphanet_code	orphanet_term	hp_code	hp_term
Orphanet:79430	Hermansky-Pudlak syndrome	HP:0100280	Crohn's disease
Orphanet:79430	Hermansky-Pudlak syndrome	HP:0400008	Menometrorrhagia
Orphanet:99797	Anodontia	HP:0000674	Anodontia
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0000098	Tall stature
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0000256	Macrocephaly
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0001251	Ataxia
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0002353	EEG abnormality
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0002514	Cerebral calcification
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0005616	Accelerated skeletal maturation
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	HP:0012062	Bone cyst
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000175	Cleft palate
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000316	Hypertelorism
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000541	Retinal detachment
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000545	Myopia
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000766	Abnormality of the sternum
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000926	Platyspondyly
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0000944	Abnormality of the metaphyses
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0001288	Gait disturbance
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0001762	Talipes equinovarus
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002098	Respiratory distress
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002650	Scoliosis
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002651	Spondyloepimetaphyseal dysplasia
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002758	Osteoarthritis
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002808	Kyphosis
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002812	Coxa vara
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002857	Genu valgum
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002970	Genu varum
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0002983	Micromelia
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0003307	Hyperlordosis
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0003311	Hypoplasia of the odontoid process
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0003498	Disproportionate short stature
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0005930	Abnormality of epiphysis morphology
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0010306	Short thorax
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0012368	Flat face
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	HP:0100864	Short femoral neck
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0000252	Microcephaly
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0000618	Blindness
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0000648	Optic atrophy
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0000939	Osteoporosis
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0001156	Brachydactyly syndrome
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0001249	Intellectual disability
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0002007	Frontal bossing
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0002645	Wormian bones
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0005692	Joint hyperflexibility
Orphanet:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	HP:0009882	Short distal phalanx of finger
Orphanet:2430	Congenital macroglossia	HP:0000158	Macroglossia
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0000535	Sparse eyebrow
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0000958	Dry skin
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0001596	Alopecia
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0002208	Coarse hair
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0002209	Sparse scalp hair
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0002231	Sparse body hair
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0003777	Pili torti
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0009886	Trichorrhexis nodosa
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0002299	Brittle hair
Orphanet:3361	Trichodysplasia-xeroderma syndrome	HP:0002552	Trichodysplasia
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000164	Abnormality of the teeth
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000174	Abnormality of the palate
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000175	Cleft palate
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000176	Submucous cleft hard palate
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000275	Narrow face
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000343	Long philtrum
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000365	Hearing impairment
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000407	Sensorineural hearing impairment
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000426	Prominent nasal bridge
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000456	Bifid nasal tip
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000482	Microcornea
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000501	Glaucoma
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000508	Ptosis
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000518	Cataract
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000541	Retinal detachment
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000568	Microphthalmos
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000612	Iris coloboma
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000677	Oligodontia
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000684	Delayed eruption of teeth
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0000692	Misalignment of teeth
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001083	Ectopia lentis
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001169	Broad palm
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001249	Intellectual disability
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001263	Global developmental delay
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001634	Mitral valve prolapse
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001643	Patent ductus arteriosus
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001671	Abnormality of the cardiac septa
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0001765	Hammertoe
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0002553	Highly arched eyebrow
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0002566	Intestinal malrotation
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0002650	Scoliosis
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0002857	Genu valgum
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0002967	Cubitus valgus
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0002974	Radioulnar synostosis
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0004209	Clinodactyly of the 5th finger
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0004691	2-3 toe syndactyly
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0004969	Peripheral pulmonary artery stenosis
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0006315	Single median maxillary incisor
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0008872	Feeding difficulties in infancy
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0009778	Short thumb
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0010327	Flexion contracture of the 2nd toe
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0010339	Flexion contracture of the 4th toe
Orphanet:2712	Oculofaciocardiodental syndrome	HP:0011090	Fused teeth
Orphanet:79241	Biotinidase deficiency	HP:0000365	Hearing impairment
Orphanet:79241	Biotinidase deficiency	HP:0000545	Myopia
Orphanet:79241	Biotinidase deficiency	HP:0000648	Optic atrophy
Orphanet:79241	Biotinidase deficiency	HP:0001096	Keratoconjunctivitis
Orphanet:79241	Biotinidase deficiency	HP:0001123	Visual field defect
Orphanet:79241	Biotinidase deficiency	HP:0001251	Ataxia
Orphanet:79241	Biotinidase deficiency	HP:0001252	Muscular hypotonia
Orphanet:79241	Biotinidase deficiency	HP:0001254	Lethargy
Orphanet:79241	Biotinidase deficiency	HP:0001259	Coma
Orphanet:79241	Biotinidase deficiency	HP:0001263	Global developmental delay
Orphanet:79241	Biotinidase deficiency	HP:0001276	Hypertonia
Orphanet:79241	Biotinidase deficiency	HP:0001317	Abnormality of the cerebellum
Orphanet:79241	Biotinidase deficiency	HP:0001324	Muscle weakness
Orphanet:79241	Biotinidase deficiency	HP:0001510	Growth delay
Orphanet:79241	Biotinidase deficiency	HP:0001596	Alopecia
Orphanet:79241	Biotinidase deficiency	HP:0002104	Apnea
Orphanet:79241	Biotinidase deficiency	HP:0002123	Generalized myoclonic seizures
Orphanet:79241	Biotinidase deficiency	HP:0002841	Recurrent fungal infections
Orphanet:79241	Biotinidase deficiency	HP:0002883	Hyperventilation
Orphanet:79241	Biotinidase deficiency	HP:0005979	Metabolic ketoacidosis
Orphanet:79241	Biotinidase deficiency	HP:0006511	Laryngeal stridor
Orphanet:79241	Biotinidase deficiency	HP:0007730	Iris hypopigmentation
Orphanet:79241	Biotinidase deficiency	HP:0011127	Perioral eczema
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0000023	Inguinal hernia
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0000767	Pectus excavatum
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0000944	Abnormality of the metaphyses
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0001732	Abnormality of the pancreas
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0001888	Lymphopenia
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0001903	Anemia
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0002024	Malabsorption
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0002205	Recurrent respiratory infections
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0002213	Fine hair
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0002251	Aganglionic megacolon
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0003085	Long fibula
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0004349	Reduced bone mineral density
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0004422	Biparietal narrowing
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0004430	Severe combined immunodeficiency
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0004432	Agammaglobulinemia
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0005374	Cellular immunodeficiency
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0011364	White hair
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency	HP:0100543	Cognitive impairment
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000233	Thin vermilion border
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000252	Microcephaly
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000316	Hypertelorism
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000322	Short philtrum
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000347	Micrognathia
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000348	High forehead
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000400	Macrotia
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000414	Bulbous nose
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000431	Wide nasal bridge
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000490	Deeply set eye
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0000963	Thin skin
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0001010	Hypopigmentation of the skin
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0001252	Muscular hypotonia
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0001256	Intellectual disability, mild
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0001508	Failure to thrive
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0001511	Intrauterine growth retardation
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0001562	Oligohydramnios
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0002098	Respiratory distress
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0008070	Sparse hair
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0010781	Skin dimples
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0011343	Moderate global developmental delay
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0011968	Feeding difficulties
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0100578	Lipoatrophy
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome	HP:0100840	Aplasia/Hypoplasia of the eyebrow
Orphanet:531	Miller-Dieker syndrome	HP:0000112	Nephropathy
Orphanet:531	Miller-Dieker syndrome	HP:0000177	Abnormality of upper lip
Orphanet:531	Miller-Dieker syndrome	HP:0000286	Epicanthus
Orphanet:531	Miller-Dieker syndrome	HP:0000348	High forehead
Orphanet:531	Miller-Dieker syndrome	HP:0000463	Anteverted nares
Orphanet:531	Miller-Dieker syndrome	HP:0000960	Sacral dimple
Orphanet:531	Miller-Dieker syndrome	HP:0001250	Seizures
Orphanet:531	Miller-Dieker syndrome	HP:0001251	Ataxia
Orphanet:531	Miller-Dieker syndrome	HP:0001339	Lissencephaly
Orphanet:531	Miller-Dieker syndrome	HP:0001510	Growth delay
Orphanet:531	Miller-Dieker syndrome	HP:0001539	Omphalocele
Orphanet:531	Miller-Dieker syndrome	HP:0001561	Polyhydramnios
Orphanet:531	Miller-Dieker syndrome	HP:0001626	Abnormality of the cardiovascular system
Orphanet:531	Miller-Dieker syndrome	HP:0002079	Hypoplasia of the corpus callosum
Orphanet:531	Miller-Dieker syndrome	HP:0002120	Cerebral cortical atrophy
Orphanet:531	Miller-Dieker syndrome	HP:0002353	EEG abnormality
Orphanet:531	Miller-Dieker syndrome	HP:0003196	Short nose
Orphanet:531	Miller-Dieker syndrome	HP:0004209	Clinodactyly of the 5th finger
Orphanet:1911	Cocaine embryofetopathy	HP:0000079	Abnormality of the urinary system
Orphanet:1911	Cocaine embryofetopathy	HP:0001276	Hypertonia
Orphanet:1911	Cocaine embryofetopathy	HP:0001347	Hyperreflexia
Orphanet:1911	Cocaine embryofetopathy	HP:0001626	Abnormality of the cardiovascular system
Orphanet:1911	Cocaine embryofetopathy	HP:0002084	Encephalocele
Orphanet:1911	Cocaine embryofetopathy	HP:0009882	Short distal phalanx of finger
Orphanet:1911	Cocaine embryofetopathy	HP:0011100	Intestinal atresia
Orphanet:1911	Cocaine embryofetopathy	HP:0100657	Celosomia
Orphanet:3305	Tetraploidy	HP:0000126	Hydronephrosis
Orphanet:3305	Tetraploidy	HP:0000175	Cleft palate
Orphanet:3305	Tetraploidy	HP:0000252	Microcephaly
Orphanet:3305	Tetraploidy	HP:0000322	Short philtrum
Orphanet:3305	Tetraploidy	HP:0000347	Micrognathia
Orphanet:3305	Tetraploidy	HP:0000384	Preauricular skin tag
Orphanet:3305	Tetraploidy	HP:0000444	Convex nasal ridge
Orphanet:3305	Tetraploidy	HP:0001511	Intrauterine growth retardation
Orphanet:3305	Tetraploidy	HP:0002308	Arnold-Chiari malformation
Orphanet:3305	Tetraploidy	HP:0002916	Abnormality of chromosome segregation
Orphanet:3305	Tetraploidy	HP:0004059	Radial club hand
Orphanet:3305	Tetraploidy	HP:0004422	Biparietal narrowing
Orphanet:3305	Tetraploidy	HP:0006703	Aplasia/Hypoplasia of the lungs
Orphanet:3305	Tetraploidy	HP:0008056	Aplasia/Hypoplasia affecting the eye
Orphanet:3305	Tetraploidy	HP:0008678	Renal hypoplasia/aplasia
Orphanet:3305	Tetraploidy	HP:0010515	Aplasia/Hypoplasia of the thymus
Orphanet:3305	Tetraploidy	HP:0100720	Hypoplasia of the ear cartilage
Orphanet:35125	Epidermal nevus syndrome	HP:0003764	Nevus
Orphanet:35125	Epidermal nevus syndrome	HP:0000953	Hyperpigmentation of the skin
Orphanet:35125	Epidermal nevus syndrome	HP:0001010	Hypopigmentation of the skin
Orphanet:35125	Epidermal nevus syndrome	HP:0002176	Spinal cord compression
Orphanet:35125	Epidermal nevus syndrome	HP:0003416	Spinal canal stenosis
Orphanet:35125	Epidermal nevus syndrome	HP:0006827	Atrophy of the spinal cord
Orphanet:35125	Epidermal nevus syndrome	HP:0007199	Progressive spastic paraparesis
Orphanet:35125	Epidermal nevus syndrome	HP:0012531	Pain
Orphanet:35125	Epidermal nevus syndrome	HP:0000483	Astigmatism
Orphanet:35125	Epidermal nevus syndrome	HP:0000505	Visual impairment
Orphanet:35125	Epidermal nevus syndrome	HP:0000750	Delayed speech and language development
Orphanet:35125	Epidermal nevus syndrome	HP:0001263	Global developmental delay
Orphanet:35125	Epidermal nevus syndrome	HP:0001276	Hypertonia
Orphanet:35125	Epidermal nevus syndrome	HP:0001284	Areflexia
Orphanet:35125	Epidermal nevus syndrome	HP:0002944	Thoracolumbar scoliosis
Orphanet:35125	Epidermal nevus syndrome	HP:0003487	Babinski sign
Orphanet:35125	Epidermal nevus syndrome	HP:0009077	Weakness of long finger extensor muscles
Orphanet:35125	Epidermal nevus syndrome	HP:0010302	Spinal cord tumor
Orphanet:35125	Epidermal nevus syndrome	HP:0012032	Lipoma
Orphanet:35125	Epidermal nevus syndrome	HP:0012443	Abnormality of brain morphology
Orphanet:35125	Epidermal nevus syndrome	HP:0000113	Polycystic kidney dysplasia
Orphanet:35125	Epidermal nevus syndrome	HP:0000938	Osteopenia
Orphanet:35125	Epidermal nevus syndrome	HP:0001999	Abnormal facial shape
Orphanet:35125	Epidermal nevus syndrome	HP:0002859	Rhabdomyosarcoma
Orphanet:35125	Epidermal nevus syndrome	HP:0100512	Vitamin D deficiency
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000175	Cleft palate
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000252	Microcephaly
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000340	Sloping forehead
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000365	Hearing impairment
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000411	Protruding ear
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000426	Prominent nasal bridge
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0000767	Pectus excavatum
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0001249	Intellectual disability
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0002650	Scoliosis
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0004322	Short stature
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0008734	Decreased testicular size
Orphanet:85273	X-linked intellectual disability, Abidi type	HP:0100335	Non-midline cleft lip
Orphanet:158000	Juvenile xanthogranuloma	HP:0000498	Blepharitis
Orphanet:158000	Juvenile xanthogranuloma	HP:0000501	Glaucoma
Orphanet:158000	Juvenile xanthogranuloma	HP:0000520	Proptosis
Orphanet:158000	Juvenile xanthogranuloma	HP:0000554	Uveitis
Orphanet:158000	Juvenile xanthogranuloma	HP:0000572	Visual loss
Orphanet:158000	Juvenile xanthogranuloma	HP:0001101	Iritis
Orphanet:158000	Juvenile xanthogranuloma	HP:0002086	Abnormality of the respiratory system
Orphanet:158000	Juvenile xanthogranuloma	HP:0005547	Myeloproliferative disorder
Orphanet:158000	Juvenile xanthogranuloma	HP:0007565	Multiple cafe-au-lait spots
Orphanet:158000	Juvenile xanthogranuloma	HP:0011830	Abnormality of oral mucosa
Orphanet:158000	Juvenile xanthogranuloma	HP:0011886	Hyphema
Orphanet:158000	Juvenile xanthogranuloma	HP:0200064	Asymmetry of iris pigmentation
Orphanet:506	Leigh syndrome	HP:0000486	Strabismus
Orphanet:506	Leigh syndrome	HP:0000639	Nystagmus
Orphanet:506	Leigh syndrome	HP:0000648	Optic atrophy
Orphanet:506	Leigh syndrome	HP:0001250	Seizures
Orphanet:506	Leigh syndrome	HP:0001251	Ataxia
Orphanet:506	Leigh syndrome	HP:0001252	Muscular hypotonia
Orphanet:506	Leigh syndrome	HP:0002093	Respiratory insufficiency
Orphanet:506	Leigh syndrome	HP:0004374	Hemiplegia/hemiparesis
Orphanet:506	Leigh syndrome	HP:0007020	Progressive spastic paraplegia
Orphanet:506	Leigh syndrome	HP:0007650	Progressive ophthalmoplegia
Orphanet:506	Leigh syndrome	HP:0008972	Decreased activity of mitochondrial respiratory chain
Orphanet:506	Leigh syndrome	HP:0100022	Abnormality of movement
Orphanet:506	Leigh syndrome	HP:0100543	Cognitive impairment
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000157	Abnormality of the tongue
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000158	Macroglossia
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000159	Abnormality of the lip
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000179	Thick lower lip vermilion
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000212	Gingival overgrowth
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000232	Everted lower lip vermilion
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000280	Coarse facial features
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000316	Hypertelorism
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000340	Sloping forehead
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000347	Micrognathia
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000414	Bulbous nose
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000574	Thick eyebrow
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000581	Blepharophimosis
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0000664	Synophrys
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0001072	Thickened skin
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0001163	Abnormality of the metacarpal bones
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0001176	Large hands
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0001182	Tapered finger
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0001250	Seizures
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0001256	Intellectual disability, mild
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0002553	Highly arched eyebrow
Orphanet:965	Acromegaloid facial appearance syndrome	HP:0003189	Long nose
