hp_code	hp_term	mesh_code
HP:0001880	Eosinophilia	MESH:D004802
HP:0000278	Retrognathia	MESH:D063173
HP:0002356	Writer's cramp	MESH:D020821
HP:0000110	Renal dysplasia	MESH:C563261
HP:0100242	Sarcoma	MESH:D012509
HP:0100626	Chronic hepatic failure	MESH:D058625
HP:0004810	Congenital hypoplastic anemia	MESH:D029503
HP:0004810	Congenital hypoplastic anemia	MESH:D000742
HP:0000017	Nocturia	MESH:D053158
HP:0007863	Retinal lesions	NA
HP:0001884	Talipes calcaneovalgus	MESH:D005413
HP:0012334	Extrahepatic cholestasis	MESH:D001651
HP:0000716	Depression	MESH:D003866
HP:0002329	Drowsiness	MESH:D012894
HP:0000707	Abnormality of the nervous system	MESH:D009421
HP:0000648	Optic atrophy	MESH:D009896
HP:0001942	Metabolic acidosis	MESH:D000138
HP:0008211	Parathyroid agenesis	MESH:C563238
HP:0002786	Tracheobronchomalacia	MESH:D055089
HP:0000171	Microglossia	MESH:D014060
HP:0002247	Duodenal atresia	MESH:C535720
HP:0002595	Ileus	MESH:D045823
HP:0009733	Glioma	MESH:D005910
HP:0011276	Vascular skin abnormality	MESH:D017445
HP:0005600	Congenital giant melanocytic nevus	MESH:C536819
HP:0000150	Gonadoblastoma	MESH:D018238
HP:0000160	Narrow mouth	MESH:D008865
HP:0002076	Migraine	MESH:D008881
HP:0010689	Mirror image polydactyly	MESH:C535689
HP:0009725	Bladder neoplasm	MESH:D001749
HP:0100559	Lower limb asymmetry	MESH:D007870
HP:0012743	Abdominal obesity	MESH:D056128
HP:0002607	Bowel incontinence	MESH:D005242
HP:0000491	Keratitis	MESH:D007634
HP:0001698	Pericardial effusion	MESH:D010490
HP:0001251	Ataxia	MESH:D002524
HP:0002880	Respiratory difficulties	NA
HP:0000506	Telecanthus	MESH:C562941
HP:0002071	Abnormality of extrapyramidal motor function	MESH:D001480
HP:0000026	Male hypogonadism	MESH:D005058
HP:0001642	Pulmonic stenosis	MESH:D011666
HP:0011034	Amyloidosis	MESH:D000686
HP:0001645	Sudden cardiac death	MESH:D016757
HP:0012870	Vanishing testis	MESH:C537770
HP:0001744	Splenomegaly	MESH:D013163
HP:0000479	Abnormality of the retina	MESH:D012164
HP:0100570	Carcinoid tumor	MESH:D002276
HP:0010956	Fetal megacystis	MESH:C536139
HP:0005299	Premature peripheral vascular disease	NA
HP:0006779	Alveolar rhabdomyosarcoma	MESH:D018232
HP:0000518	Cataract	MESH:D002386
HP:0007410	Palmoplantar hyperhidrosis	MESH:C563185
HP:0100315	Lewy bodies	MESH:D020961
HP:0100315	Lewy bodies	MESH:D016631
HP:0011852	Chylopericardium	MESH:D010490
HP:0001399	Hepatic failure	MESH:D017093
HP:0001609	Hoarse voice	MESH:D006685
HP:0010783	Erythema	MESH:D005483
HP:0010783	Erythema	MESH:D004890
HP:0011001	Increased bone mineral density	MESH:D010026
HP:0003202	Skeletal muscle atrophy	MESH:D009133
HP:0008191	Thyroid agenesis	MESH:D050033
HP:0004432	Agammaglobulinemia	MESH:D000361
HP:0011107	Recurrent aphthous stomatitis	MESH:D013281
HP:0000970	Anhidrosis	MESH:D007007
HP:0100814	Blue nevus	MESH:D049328
HP:0200115	Scalp hair loss	NA
HP:0001300	Parkinsonism	MESH:D020734
HP:0005831	Type B brachydactyly	MESH:C566196
HP:0000347	Micrognathia	MESH:D008844
HP:0040199	Flat midface	NA
HP:0010739	Osteopoikilosis	MESH:D010023
HP:0001370	Rheumatoid arthritis	MESH:D001172
HP:0000854	Thyroid adenoma	MESH:D013964
HP:0200064	Asymmetry of iris pigmentation	MESH:C538115
HP:0001373	Joint dislocation	MESH:D004204
HP:0001281	Tetany	MESH:D013746
HP:0001763	Pes planus	MESH:D005413
HP:0008668	Gonadal dysgenesis, male	MESH:D006061
HP:0009588	Vestibular Schwannoma	MESH:D009464
HP:0000656	Ectropion	MESH:D004483
HP:0011447	Hyposegmentation of neutrophil nuclei	MESH:D010381
HP:0002251	Aganglionic megacolon	MESH:D006627
HP:0002251	Aganglionic megacolon	MESH:D008531
HP:0007973	Retinal dysplasia	MESH:D015792
HP:0003118	Increased circulating cortisol level	MESH:D000308
HP:0002144	Tethered cord	MESH:D009436
HP:0009064	Generalized lipodystrophy	MESH:D052497
HP:0000097	Focal segmental glomerulosclerosis	MESH:D005923
HP:0002633	Vasculitis	MESH:D014657
HP:0200026	Ocular pain	MESH:D058447
HP:0002139	Arrhinencephaly	MESH:D016142
HP:0007544	Piebaldism	MESH:D016116
HP:0001973	Autoimmune thrombocytopenia	MESH:D016553
HP:0006767	Pituitary prolactin cell adenoma	MESH:D015175
HP:0100601	Eclampsia	MESH:D004461
HP:0002758	Osteoarthritis	MESH:D010003
HP:0007435	Diffuse palmoplantar keratoderma	MESH:D015776
HP:0000023	Inguinal hernia	MESH:D006552
HP:0009755	Ankyloblepharon	MESH:C536373
HP:0000581	Blepharophimosis	MESH:D016569
HP:0001268	Mental deterioration	MESH:D060825
HP:0012418	Hypoxemia	MESH:D000860
HP:0000845	Growth hormone excess	MESH:D000172
HP:0000845	Growth hormone excess	MESH:C531600
HP:0000520	Proptosis	MESH:D005094
HP:0009921	Duane anomaly	MESH:D004370
HP:0002203	Respiratory paralysis	MESH:D012133
HP:0001259	Coma	MESH:D003128
HP:0000752	Hyperactivity	MESH:D006948
HP:0010614	Fibroma	MESH:D005350
HP:0002863	Myelodysplasia	MESH:D009190
HP:0001284	Areflexia	MESH:D012021
HP:0030048	Colpocephaly	MESH:C535973
HP:0007215	Periodic hyperkalemic paralysis	MESH:D020513
HP:0100778	Cryoglobulinemia	MESH:D003449
HP:0100247	Recurrent singultus	MESH:D006606
HP:0002812	Coxa vara	MESH:D060905
HP:0000100	Nephrotic syndrome	MESH:D009404
HP:0008250	Infantile hypercalcemia	MESH:C562999
HP:0007570	Hyperkeratosis lenticularis perstans	MESH:C538377
HP:0000558	Rieger anomaly	MESH:C535679
HP:0000546	Retinal degeneration	MESH:D012162
HP:0000871	Panhypopituitarism	MESH:C580003
HP:0000139	Uterine prolapse	MESH:D014596
HP:0000733	Stereotypy	MESH:D013239
HP:0000733	Stereotypy	MESH:D019956
HP:0100641	Neoplasm of the adrenal cortex	MESH:D000306
HP:0002625	Deep venous thrombosis	MESH:D020246
HP:0002860	Squamous cell carcinoma	MESH:D018307
HP:0002860	Squamous cell carcinoma	MESH:D002294
HP:0005978	Type II diabetes mellitus	MESH:D003924
HP:0000840	Adrenogenital syndrome	MESH:D047808
HP:0002324	Hydranencephaly	MESH:D006832
HP:0001742	Nasal obstruction	MESH:D015508
HP:0002894	Neoplasm of the pancreas	MESH:D010190
HP:0100702	Arachnoid cyst	MESH:D016080
HP:0002575	Tracheoesophageal fistula	MESH:D014138
HP:0004377	Hematological neoplasm	MESH:D019337
HP:0000478	Abnormality of the eye	MESH:D005128
HP:0000478	Abnormality of the eye	MESH:D005124
HP:0012539	Non-Hodgkin lymphoma	MESH:D008228
HP:0001824	Weight loss	MESH:D015431
HP:0002411	Myokymia	MESH:D020385
HP:0000768	Pectus carinatum	MESH:D066166
HP:0001871	Abnormality of blood and blood-forming tissues	MESH:D006402
HP:0009831	Mononeuropathy	MESH:D020422
HP:0007431	Congenital ichthyosiform erythroderma	MESH:D016113
HP:0002045	Hypothermia	MESH:D007035
HP:0003326	Myalgia	MESH:D063806
HP:0012462	Chin myoclonus	MESH:C537682
HP:0001631	Atria septal defect	MESH:D006344
HP:0007945	Choroidal degeneration	NA
HP:0000585	Band keratopathy	MESH:C562399
HP:0002032	Esophageal atresia	MESH:D004933
HP:0002385	Paraparesis	MESH:D020335
HP:0002084	Encephalocele	MESH:D004677
HP:0000093	Proteinuria	MESH:D011507
HP:0030148	Heart murmur	MESH:D006337
HP:0001638	Cardiomyopathy	MESH:D009202
HP:0001733	Pancreatitis	MESH:D010195
HP:0100614	Myositis	MESH:D009220
HP:0100661	Trigeminal neuralgia	MESH:D014277
HP:0100759	Clubbing of fingers	MESH:D010005
HP:0002573	Hematochezia	MESH:D006471
HP:0002542	Olivopontocerebellar atrophy	MESH:D009849
HP:0000107	Renal cyst	MESH:D052177
HP:0009892	Anotia	MESH:D065817
HP:0002564	Malformation of the heart and great vessels	NA
HP:0001055	Erysipelas	MESH:D004886
HP:0001055	Erysipelas	MESH:D004881
HP:0005505	Refractory anemia	MESH:D000753
HP:0100867	Duodenal stenosis	MESH:C535720
HP:0002669	Osteosarcoma	MESH:D012516
HP:0012819	Myocarditis	MESH:D009205
HP:0002293	Alopecia of scalp	MESH:D000505
HP:0001080	Biliary tract abnormality	MESH:D001660
HP:0002063	Rigidity	MESH:D009127
HP:0000829	Hypoparathyroidism	MESH:D007011
HP:0004443	Lambdoidal craniosynostosis	MESH:D003398
HP:0009796	Branchial cyst	MESH:D001935
HP:0000873	Diabetes insipidus	MESH:D003919
HP:0003141	Hyperbetalipoproteinemia	MESH:D006938
HP:0000565	Esotropia	MESH:D004948
HP:0000938	Osteopenia	MESH:D001851
HP:0000085	Horseshoe kidney	MESH:D000069337
HP:0005306	Capillary hemangiomas	MESH:D018324
HP:0001355	Megalencephaly	MESH:D058627
HP:0002311	Incoordination	MESH:D001259
HP:0002591	Polyphagia	MESH:D006963
HP:0002123	Generalized myoclonic seizures	MESH:D004831
HP:0002123	Generalized myoclonic seizures	MESH:D020191
HP:0003438	Absent Achilles reflex	MESH:D012021
HP:0012410	Pure red cell aplasia	MESH:D012010
HP:0100653	Optic neuritis	MESH:D009902
HP:0030071	Medulloepithelioma	MESH:D018242
HP:0002582	Chronic atrophic gastritis	MESH:D005757
HP:0000021	Megacystis	MESH:C536139
HP:0004324	Increased body weight	MESH:D015430
HP:0008551	Microtia	MESH:D065817
HP:0002637	Cerebral ischemia	MESH:D002545
HP:0011763	Pituitary carcinoma	MESH:D010911
HP:0007178	Motor polyneuropathy	MESH:D011115
HP:0007178	Motor polyneuropathy	MESH:D009443
HP:0005994	Nodular goiter	MESH:D006044
HP:0011703	Sinus tachycardia	MESH:D013616
HP:0002524	Cataplexy	MESH:D002385
HP:0001639	Hypertrophic cardiomyopathy	MESH:D002312
HP:0001701	Pericarditis	MESH:D010493
HP:0001919	Acute kidney injury	MESH:D058186
HP:0002027	Abdominal pain	MESH:D015746
HP:0012377	Hemianopsia	MESH:D006423
HP:0002023	Anal atresia	MESH:D001006
HP:0010296	Ankyloglossia	MESH:D000072676
HP:0000559	Corneal scarring	MESH:D065306
HP:0001396	Cholestasis	MESH:D002779
HP:0001909	Leukemia	MESH:D019337
HP:0001909	Leukemia	MESH:D007938
HP:0010280	Stomatitis	MESH:D013280
HP:0002174	Postural tremor	MESH:D014202
HP:0004947	Arteriovenous fistula	MESH:D001164
HP:0001602	Laryngeal stenosis	MESH:D007829
HP:0002961	Dysgammaglobulinemia	MESH:D004406
HP:0010886	Osteochondrosis dissecans	MESH:D010008
HP:0010526	Dysgraphia	MESH:D000381
HP:0009118	Aplasia/Hypoplasia of the mandible	MESH:D063173
HP:0000206	Glossitis	MESH:D005928
HP:0000789	Infertility	MESH:D007246
HP:0002754	Osteomyelitis	MESH:D010019
HP:0006510	Chronic obstructive pulmonary disease	MESH:D029424
HP:0002861	Melanoma	MESH:D008545
HP:0002047	Malignant hyperthermia	MESH:D008305
HP:0007401	Noninflammatory macular atrophy	MESH:D057088
HP:0002475	Myelomeningocele	MESH:D008591
HP:0000212	Gingival overgrowth	MESH:D019214
HP:0000212	Gingival overgrowth	MESH:D005885
HP:0000212	Gingival overgrowth	MESH:D005886
HP:0011330	Metopic synostosis	MESH:D003398
HP:0011330	Metopic synostosis	MESH:C562951
HP:0000057	Clitoromegaly	NA
HP:0100633	Esophagitis	MESH:D004941
HP:0012019	Lens luxation	MESH:D007906
HP:0100243	Leiomyosarcoma	MESH:D007890
HP:0002321	Vertigo	MESH:D004244
HP:0002321	Vertigo	MESH:D014717
HP:0001367	Abnormal joint morphology	MESH:D007592
HP:0008291	Pituitary corticotropic cell adenoma	MESH:D049913
HP:0002202	Pleural effusion	MESH:D010996
HP:0001699	Sudden death	MESH:D003645
HP:0006934	Congenital nystagmus	MESH:D020417
HP:0012115	Hepatitis	MESH:D006505
HP:0004326	Cachexia	MESH:D002100
HP:0003761	Calcinosis	MESH:D002114
HP:0002720	IgA deficiency	MESH:D017098
HP:0000647	Sclerocornea	MESH:C565209
HP:0002167	Neurological speech impairment	MESH:D013064
HP:0002133	Status epilepticus	MESH:D013226
HP:0000490	Deeply set eye	MESH:D015841
HP:0004417	Intermittent claudication	MESH:D007383
HP:0010316	Ebstein's anomaly of the tricuspid valve	MESH:D004437
HP:0000666	Horizontal nystagmus	MESH:D009759
HP:0002414	Spina bifida	MESH:D016135
HP:0003128	Lactic acidosis	MESH:D000140
HP:0000458	Anosmia	MESH:D000857
HP:0002109	Abnormality of the bronchi	MESH:D001982
HP:0005242	Extrahepatic biliary duct atresia	MESH:D001656
HP:0002408	Cerebral arteriovenous malformation	MESH:D002538
HP:0003022	Hypoplasia of the ulna	MESH:C538069
HP:0001655	Patent foramen ovale	MESH:D054092
HP:0001096	Keratoconjunctivitis	MESH:D007637
HP:0100697	Neurofibrosarcoma	MESH:D009442
HP:0100697	Neurofibrosarcoma	MESH:D018319
HP:0012197	Insulinoma	MESH:D007340
HP:0004394	Multiple gastric polyps	MESH:C562464
HP:0001684	Secundum atrial septal defect	MESH:D006344
HP:0002657	Spondylometaphyseal dysplasia	MESH:C537501
HP:0002011	Morphological abnormality of the central nervous system	MESH:D002493
HP:0002185	Neurofibrillary tangles	MESH:D016874
HP:0004418	Thrombophlebitis	MESH:D013924
HP:0000220	Velopharyngeal insufficiency	MESH:D014681
HP:0001394	Cirrhosis	MESH:D008103
HP:0001970	Tubulointerstitial nephritis	MESH:D009395
HP:0003781	Excessive salivation	MESH:D012798
HP:0002570	Steatorrhea	MESH:D045602
HP:0002253	Colonic diverticulosis	MESH:D004241
HP:0002253	Colonic diverticulosis	MESH:D043963
HP:0200146	Cystic medial necrosis of the aorta	MESH:C536230
HP:0012722	Heart block	MESH:D006327
HP:0002885	Medulloblastoma	MESH:D008527
HP:0100733	Neoplasm of the parathyroid gland	MESH:D010282
HP:0001139	Choroideremia	MESH:D015794
HP:0003363	Abdominal situs inversus	MESH:D012857
HP:0010882	Pulmonary valve atresia	MESH:D018633
HP:0001561	Polyhydramnios	MESH:D006831
HP:0010514	Hyperpituitarism	MESH:D006964
HP:0030530	Arcuate scotoma	MESH:D012607
HP:0006515	Interstitial pneumonitis	MESH:D017563
HP:0030521	Bitemporal hemianopia	MESH:D006423
HP:0009718	Subependymal giant-cell astrocytoma	MESH:D001254
HP:0000709	Psychosis	MESH:D011618
HP:0100684	Salivary gland neoplasm	MESH:D012468
HP:0100528	Pleuropulmonary blastoma	MESH:C537516
HP:0007902	Vitreous hemorrhage	MESH:D014823
HP:0002664	Neoplasm	MESH:D009369
HP:0000541	Retinal detachment	MESH:D012163
HP:0002619	Varicose veins	MESH:D014648
HP:0002804	Arthrogryposis multiplex congenita	MESH:D001176
HP:0005584	Renal cell carcinoma	MESH:D002292
HP:0012330	Pyelonephritis	MESH:D011704
HP:0001903	Anemia	MESH:D000740
HP:0001882	Leukopenia	MESH:D007970
HP:0000834	Abnormality of the adrenal glands	MESH:D000307
HP:0005296	Occlusive vascular disease	NA
HP:0011998	Postprandial hyperglycemia	MESH:D006943
HP:0100825	Cheilitis	MESH:D002613
HP:0000230	Gingivitis	MESH:D005891
HP:0000952	Jaundice	MESH:D007565
HP:0000421	Epistaxis	MESH:D004844
HP:0000169	Gingival fibromatosis	MESH:D005351
HP:0000169	Gingival fibromatosis	MESH:C562884
HP:0002039	Anorexia	MESH:D000855
HP:0001116	Macular coloboma	MESH:C535968
HP:0001539	Omphalocele	MESH:D006554
HP:0011779	Anaplastic thyroid carcinoma	MESH:D065646
HP:0010442	Polydactyly	MESH:D017689
HP:0004319	Hypoaldosteronism	MESH:D006994
HP:0100898	Connective tissue nevi	MESH:C562737
HP:0011079	Impacted tooth	MESH:D014095
HP:0002043	Esophageal stricture	MESH:D004940
HP:0002621	Atherosclerosis	MESH:D050197
HP:0012074	Tonic pupil	MESH:D015845
HP:0000119	Abnormality of the genitourinary system	MESH:D014564
HP:0002313	Spastic paraparesis	MESH:D020336
HP:0002176	Spinal cord compression	MESH:D013117
HP:0000568	Microphthalmia	MESH:D008850
HP:0000508	Ptosis	MESH:D001763
HP:0001410	Decreased liver function	MESH:D008107
HP:0008256	Adrenocortical adenoma	MESH:D018246
HP:0001923	Reticulocytosis	MESH:D045262
HP:0001578	Hypercortisolism	NA
HP:0009927	Aplasia of the nose	MESH:C537438
HP:0100764	Lymphangioma	MESH:D008202
HP:0009806	Nephrogenic diabetes insipidus	MESH:D018500
HP:0011499	Mydriasis	MESH:D015878
HP:0000545	Myopia	MESH:D009216
HP:0004423	Cranium bifidum occultum	MESH:C566826
HP:0010885	Aseptic necrosis	MESH:D010020
HP:0012167	Hair-pulling	MESH:D014256
