orphanet_code	orphanet_term	hp_code	hp_term
DOID:1856	Cherubism	HP:0000677	Oligodontia
DOID:1856	Cherubism	HP:0001608	Abnormality of the voice
DOID:1856	Cherubism	HP:0002781	Upper airway obstruction
DOID:1856	Cherubism	HP:0002870	Obstructive sleep apnea
DOID:1856	Cherubism	HP:0006482	Abnormality of dental morphology
DOID:1856	Cherubism	HP:0008872	Feeding difficulties in infancy
DOID:1856	Cherubism	HP:0012062	Bone cyst
DOID:1856	Cherubism	HP:0012802	Broad jaw
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0000772	Abnormality of the ribs
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0000776	Congenital diaphragmatic hernia
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001172	Abnormality of the thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001177	Preaxial hand polydactyly
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001199	Triphalangeal thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001250	Seizures
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001522	Death in infancy
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001631	Atria septal defect
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001643	Patent ductus arteriosus
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001646	Abnormality of the aortic valve
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001647	Bicuspid aortic valve
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001680	Coarctation of aorta
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001772	Talipes equinovalgus
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002093	Respiratory insufficiency
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002101	Abnormal lung lobation
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002119	Ventriculomegaly
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002414	Spina bifida
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0003422	Vertebral segmentation defect
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0005180	Tricuspid regurgitation
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0006695	Atrioventricular canal defect
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0006703	Aplasia/Hypoplasia of the lungs
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0007598	Bilateral single transverse palmar creases
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0009623	Proximal placement of thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0009778	Short thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0009882	Short distal phalanx of finger
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0010772	Anomalous pulmonary venous return
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0011039	Abnormality of the helix
DOID:9250	Acrocallosal syndrome	HP:0000023	Inguinal hernia
DOID:9250	Acrocallosal syndrome	HP:0000028	Cryptorchidism
DOID:9250	Acrocallosal syndrome	HP:0000047	Hypospadias
DOID:9250	Acrocallosal syndrome	HP:0000098	Tall stature
DOID:9250	Acrocallosal syndrome	HP:0000256	Macrocephaly
DOID:9250	Acrocallosal syndrome	HP:0000260	Wide anterior fontanel
DOID:9250	Acrocallosal syndrome	HP:0000269	Prominent occiput
DOID:9250	Acrocallosal syndrome	HP:0000316	Hypertelorism
DOID:9250	Acrocallosal syndrome	HP:0000340	Sloping forehead
DOID:9250	Acrocallosal syndrome	HP:0000407	Sensorineural hearing impairment
DOID:9250	Acrocallosal syndrome	HP:0000776	Congenital diaphragmatic hernia
DOID:9250	Acrocallosal syndrome	HP:0000889	Abnormality of the clavicle
DOID:9250	Acrocallosal syndrome	HP:0001162	Postaxial hand polydactyly
DOID:9250	Acrocallosal syndrome	HP:0001199	Triphalangeal thumb
DOID:9250	Acrocallosal syndrome	HP:0001305	Dandy-Walker malformation
DOID:9250	Acrocallosal syndrome	HP:0007360	Aplasia/Hypoplasia of the cerebellum
DOID:9250	Acrocallosal syndrome	HP:0007370	Aplasia/Hypoplasia of the corpus callosum
DOID:9250	Acrocallosal syndrome	HP:0010864	Intellectual disability, severe
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	HP:0000023	Inguinal hernia
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	HP:0000486	Strabismus
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	HP:0000987	Atypical scarring of skin
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	HP:0006610	Wide intermamillary distance
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome	HP:0007486	Cavernous hemangioma of the face
Orphanet:1642	Distal monosomy 9p	HP:0000047	Hypospadias
Orphanet:1642	Distal monosomy 9p	HP:0000059	Hypoplastic labia majora
Orphanet:1642	Distal monosomy 9p	HP:0000164	Abnormality of the teeth
Orphanet:1642	Distal monosomy 9p	HP:0000175	Cleft palate
Orphanet:1642	Distal monosomy 9p	HP:0000243	Trigonocephaly
Orphanet:1642	Distal monosomy 9p	HP:0000286	Epicanthus
Orphanet:1642	Distal monosomy 9p	HP:0000316	Hypertelorism
Orphanet:1642	Distal monosomy 9p	HP:0000368	Low-set, posteriorly rotated ears
Orphanet:1642	Distal monosomy 9p	HP:0000431	Wide nasal bridge
Orphanet:1642	Distal monosomy 9p	HP:0000470	Short neck
Orphanet:1642	Distal monosomy 9p	HP:0000520	Proptosis
Orphanet:1642	Distal monosomy 9p	HP:0000582	Upslanted palpebral fissure
Orphanet:1642	Distal monosomy 9p	HP:0001156	Brachydactyly syndrome
Orphanet:1642	Distal monosomy 9p	HP:0001249	Intellectual disability
Orphanet:1642	Distal monosomy 9p	HP:0001252	Muscular hypotonia
Orphanet:1642	Distal monosomy 9p	HP:0001263	Global developmental delay
Orphanet:1642	Distal monosomy 9p	HP:0002564	Malformation of the heart and great vessels
Orphanet:1642	Distal monosomy 9p	HP:0002705	High, narrow palate
Orphanet:1642	Distal monosomy 9p	HP:0003196	Short nose
Orphanet:1642	Distal monosomy 9p	HP:0006610	Wide intermamillary distance
Orphanet:1642	Distal monosomy 9p	HP:0008551	Microtia
Orphanet:1642	Distal monosomy 9p	HP:0009738	Abnormality of the antihelix
Orphanet:1642	Distal monosomy 9p	HP:0009906	Aplasia/Hypoplasia of the earlobes
Orphanet:1642	Distal monosomy 9p	HP:0011039	Abnormality of the helix
Orphanet:1642	Distal monosomy 9p	HP:0011800	Midface retrusion
Orphanet:1642	Distal monosomy 9p	HP:0100625	Enlarged thorax
Orphanet:1642	Distal monosomy 9p	HP:0100790	Hernia
DOID:1485	Cystic fibrosis	HP:0001738	Exocrine pancreatic insufficiency
DOID:1485	Cystic fibrosis	HP:0002024	Malabsorption
DOID:1485	Cystic fibrosis	HP:0002205	Recurrent respiratory infections
DOID:1485	Cystic fibrosis	HP:0002206	Pulmonary fibrosis
DOID:1485	Cystic fibrosis	HP:0002240	Hepatomegaly
DOID:1485	Cystic fibrosis	HP:0002613	Biliary cirrhosis
DOID:1485	Cystic fibrosis	HP:0002721	Immunodeficiency
DOID:1485	Cystic fibrosis	HP:0004313	Decreased antibody level in blood
Orphanet:3289	Taurodontism	HP:0000679	Taurodontia
Orphanet:3289	Taurodontism	HP:0000682	Abnormality of dental enamel
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000028	Cryptorchidism
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000033	Ambiguous genitalia, male
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000037	Male pseudohermaphroditism
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000057	Clitoromegaly
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000127	Renal salt wasting
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000142	Abnormality of the vagina
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000144	Decreased fertility
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000151	Aplasia of the uterus
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000771	Gynecomastia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000823	Delayed puberty
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000835	Adrenal hypoplasia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0002750	Delayed skeletal maturation
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000848	Increased circulating renin level
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008207	Primary adrenal insufficiency
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0000939	Osteoporosis
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001197	Abnormality of prenatal development or birth
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001274	Agenesis of corpus callosum
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001508	Failure to thrive
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001622	Premature birth
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001941	Acidosis
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001944	Dehydration
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0001998	Neonatal hypoglycemia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0002013	Vomiting
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0002153	Hyperkalemia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0002615	Hypotension
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0002902	Hyponatremia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0002924	Decreased circulating aldosterone level
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0003107	Abnormality of cholesterol metabolism
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0003154	Increased circulating ACTH level
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0012605	Hypernatriuria
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0004349	Reduced bone mineral density
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0007440	Generalized hyperpigmentation
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0007574	Generalized bronze hyperpigmentation
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008073	Low maternal serum estriol
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008163	Decreased circulating cortisol level
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008187	Absence of secondary sex characteristics
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008232	Elevated follicle stimulating hormone
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008730	Female external genitalia in individual with 46,XY karyotype
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0008734	Decreased testicular size
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0010789	Abnormality of the Leydig cells
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0011106	Hypovolemia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0011749	Adrenocorticotropic hormone excess
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0011968	Feeding difficulties
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0011969	Elevated luteinizing hormone
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0012244	Abnormal sex determination
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0012245	Sex reversal
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0012598	Abnormal urine potassium concentration
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0012854	Midshaft hypospadias
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0030349	Decreased circulating androgen level
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0030369	Induced vaginal delivery
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome	HP:0100779	Urogenital sinus anomaly
Orphanet:85335	Fried syndrome	HP:0000218	High palate
Orphanet:85335	Fried syndrome	HP:0000238	Hydrocephalus
Orphanet:85335	Fried syndrome	HP:0000276	Long face
Orphanet:85335	Fried syndrome	HP:0000280	Coarse facial features
Orphanet:85335	Fried syndrome	HP:0000322	Short philtrum
Orphanet:85335	Fried syndrome	HP:0000365	Hearing impairment
Orphanet:85335	Fried syndrome	HP:0000400	Macrotia
Orphanet:85335	Fried syndrome	HP:0000587	Abnormality of the optic nerve
Orphanet:85335	Fried syndrome	HP:0000718	Aggressive behavior
Orphanet:85335	Fried syndrome	HP:0000729	Autistic behavior
Orphanet:85335	Fried syndrome	HP:0001252	Muscular hypotonia
Orphanet:85335	Fried syndrome	HP:0001263	Global developmental delay
Orphanet:85335	Fried syndrome	HP:0001264	Spastic diplegia
Orphanet:85335	Fried syndrome	HP:0001288	Gait disturbance
Orphanet:85335	Fried syndrome	HP:0001317	Abnormality of the cerebellum
Orphanet:85335	Fried syndrome	HP:0002342	Intellectual disability, moderate
Orphanet:85335	Fried syndrome	HP:0002465	Poor speech
Orphanet:85335	Fried syndrome	HP:0002514	Cerebral calcification
Orphanet:85335	Fried syndrome	HP:0002650	Scoliosis
Orphanet:85335	Fried syndrome	HP:0002684	Thickened calvaria
Orphanet:85335	Fried syndrome	HP:0003202	Skeletal muscle atrophy
DOID:14705	Pfeiffer syndrome	HP:0000194	Open mouth
DOID:14705	Pfeiffer syndrome	HP:0000218	High palate
DOID:14705	Pfeiffer syndrome	HP:0000262	Turricephaly
DOID:14705	Pfeiffer syndrome	HP:0000303	Mandibular prognathia
DOID:14705	Pfeiffer syndrome	HP:0000316	Hypertelorism
DOID:14705	Pfeiffer syndrome	HP:0000322	Short philtrum
DOID:14705	Pfeiffer syndrome	HP:0000324	Facial asymmetry
DOID:14705	Pfeiffer syndrome	HP:0000348	High forehead
DOID:14705	Pfeiffer syndrome	HP:0000431	Wide nasal bridge
DOID:14705	Pfeiffer syndrome	HP:0000470	Short neck
DOID:14705	Pfeiffer syndrome	HP:0000508	Ptosis
DOID:14705	Pfeiffer syndrome	HP:0001156	Brachydactyly syndrome
DOID:14705	Pfeiffer syndrome	HP:0001385	Hip dysplasia
DOID:14705	Pfeiffer syndrome	HP:0003307	Hyperlordosis
DOID:14705	Pfeiffer syndrome	HP:0004209	Clinodactyly of the 5th finger
DOID:14705	Pfeiffer syndrome	HP:0004322	Short stature
DOID:14705	Pfeiffer syndrome	HP:0005048	Synostosis of carpal bones
DOID:14705	Pfeiffer syndrome	HP:0006101	Finger syndactyly
DOID:14705	Pfeiffer syndrome	HP:0009773	Symphalangism affecting the phalanges of the hand
DOID:14705	Pfeiffer syndrome	HP:0010669	Cheekbone underdevelopment
DOID:14705	Pfeiffer syndrome	HP:0011304	Broad thumb
DOID:14705	Pfeiffer syndrome	HP:0012368	Flat face
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0000158	Macroglossia
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0000239	Large fontanelles
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0000271	Abnormality of the face
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0000280	Coarse facial features
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0000821	Hypothyroidism
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0001252	Muscular hypotonia
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0001263	Global developmental delay
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0001290	Generalized hypotonia
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0001510	Growth delay
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0001537	Umbilical hernia
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0002019	Constipation
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0002360	Sleep disturbance
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0004491	Large posterior fontanelle
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0006579	Prolonged neonatal jaundice
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome	HP:0011968	Feeding difficulties
DOID:0050909	MALT lymphoma	HP:0000505	Visual impairment
DOID:0050909	MALT lymphoma	HP:0000614	Abnormality of the nasolacrimal system
DOID:0050909	MALT lymphoma	HP:0000820	Abnormality of the thyroid gland
DOID:0050909	MALT lymphoma	HP:0001824	Weight loss
DOID:0050909	MALT lymphoma	HP:0001903	Anemia
DOID:0050909	MALT lymphoma	HP:0001945	Fever
DOID:0050909	MALT lymphoma	HP:0002017	Nausea and vomiting
DOID:0050909	MALT lymphoma	HP:0002027	Abdominal pain
DOID:0050909	MALT lymphoma	HP:0002113	Pulmonary infiltrates
DOID:0050909	MALT lymphoma	HP:0002205	Recurrent respiratory infections
DOID:0050909	MALT lymphoma	HP:0002716	Lymphadenopathy
DOID:0050909	MALT lymphoma	HP:0012191	B-cell lymphoma
DOID:0050909	MALT lymphoma	HP:0012378	Fatigue
DOID:0050909	MALT lymphoma	HP:0100721	Mediastinal lymphadenopathy
DOID:0050909	MALT lymphoma	HP:0000975	Hyperhidrosis
DOID:0050909	MALT lymphoma	HP:0002019	Constipation
DOID:0050909	MALT lymphoma	HP:0012123	Posterior uveitis
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0004912	Hypophosphatemic rickets
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0000117	Renal phosphate wasting
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0000407	Sensorineural hearing impairment
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0000684	Delayed eruption of teeth
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0001510	Growth delay
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0002652	Skeletal dysplasia
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0002653	Bone pain
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0002749	Osteomalacia
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0002812	Coxa vara
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0002814	Abnormality of the lower limb
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0002970	Genu varum
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0003020	Enlargement of the wrists
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0003109	Hyperphosphaturia
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0004322	Short stature
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0004576	Sclerotic vertebral endplates
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0005096	Distal femoral bowing
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0005764	Polyarticular arthritis
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0006463	Rickets of the lower limbs
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0008732	Renal hypophosphatemia
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0010639	Elevated alkaline phosphatase of bone origin
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0011001	Increased bone mineral density
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0011036	Abnormality of renal excretion
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0012052	Low serum calcitriol
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0100511	Abnormality of vitamin D metabolism
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0100559	Lower limb asymmetry
DOID:0050949	Autosomal recessive hypophosphatemic rickets	HP:0100671	Abnormal trabecular bone morphology
